"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","stateLong"
"2020-11-05","TX","A",18453,NA,133,NA,NA,NA,5954,0,NA,1749,7548734,70947,NA,NA,NA,NA,NA,934994,934994,8594,0,49570,31888,NA,NA,NA,802611,NA,0,8483728,79541,500132,389000,NA,NA,NA,0,8483728,79541,"Texas"
"2020-11-05","UT","A+",632,NA,7,NA,5830,5830,409,75,1202,158,956016,9835,NA,NA,1319404,465,NA,124292,124292,2807,0,NA,6720,NA,6470,128445,89837,NA,0,1447849,18463,NA,100163,NA,45298,1080308,12642,1447849,18463,"Utah"
"2020-11-05","VA","A+",3688,3426,11,262,22353,22353,1064,940,NA,240,2546788,17449,NA,NA,NA,NA,104,187202,172418,1366,0,NA,NA,NA,NA,205694,21289,2719206,18441,2719206,18441,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-11-05","VI","D",23,23,0,NA,NA,NA,NA,0,NA,NA,23516,158,NA,NA,NA,NA,NA,1388,NA,0,0,NA,NA,NA,NA,NA,1332,NA,0,24904,158,NA,NA,NA,NA,NA,0,24934,158,NA
"2020-11-05","VT","B",58,58,0,NA,NA,NA,7,0,NA,4,189724,904,NA,NA,NA,NA,NA,2303,2303,36,0,NA,NA,NA,NA,NA,1888,NA,0,424422,5623,NA,NA,NA,NA,192027,940,424422,5623,"Vermont"
"2020-11-05","WA","B",2416,2416,16,NA,8735,8735,386,60,NA,NA,2408014,22874,NA,NA,NA,NA,62,111480,111480,1469,0,NA,NA,NA,NA,NA,NA,2519494,24343,2519494,24343,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-11-05","WI","A+",2269,2194,40,75,12310,12310,1774,223,1542,376,1881813,9518,NA,NA,NA,NA,NA,263571,249924,6284,0,NA,NA,NA,NA,NA,193369,3440030,31577,3440030,31577,NA,NA,NA,NA,2131737,15440,NA,0,"Wisconsin"
"2020-11-05","WV","B",480,471,8,9,NA,NA,281,0,NA,93,790545,10324,NA,NA,NA,NA,31,26547,24199,560,0,NA,NA,NA,NA,NA,20175,NA,0,817092,10884,19360,NA,NA,NA,NA,0,814744,10773,"West Virginia"
"2020-11-05","WY","B",105,NA,0,NA,492,492,134,11,NA,NA,122804,2087,NA,NA,266549,NA,NA,15409,12954,365,0,NA,NA,NA,NA,13733,9709,NA,0,138213,2452,NA,NA,NA,NA,135758,2642,280283,15561,"Wyoming"
"2020-11-04","AK","A",84,84,0,NA,NA,NA,95,0,NA,NA,609898,2591,NA,NA,611067,NA,9,17860,17860,412,0,NA,NA,NA,NA,16353,7124,NA,0,627758,3003,NA,NA,NA,NA,NA,0,627758,3003,"Alaska"
"2020-11-04","AL","A",3006,2799,19,207,21027,21027,1017,126,2089,NA,1203497,7075,NA,NA,NA,1207,NA,197777,168115,1848,0,NA,NA,NA,NA,NA,84471,NA,0,1371612,8563,NA,NA,65256,NA,NA,0,1371612,8563,"Alabama"
"2020-11-04","AR","A+",2026,1854,23,172,7273,7273,627,79,NA,234,1273985,10323,NA,NA,1273985,856,106,115812,106137,1293,0,NA,3300,NA,11000,NA,103762,NA,0,1380122,11237,NA,21856,NA,68146,NA,0,1380122,11237,"Arkansas"
"2020-11-04","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1768,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1768,0,NA,NA,NA,NA,NA,0,1768,0,NA
"2020-11-04","AZ","A+",6059,5701,39,358,21786,21786,1065,160,NA,241,1567864,8411,NA,NA,NA,NA,127,250633,244462,815,0,NA,NA,NA,NA,NA,42039,NA,0,1812326,9091,321891,NA,NA,NA,1812326,9091,NA,0,"Arizona"
"2020-11-04","CA","B",17752,NA,66,NA,NA,NA,3410,0,NA,901,18241002,100753,NA,NA,NA,NA,NA,940010,940010,5338,0,NA,NA,NA,NA,NA,NA,NA,0,19181012,106091,NA,NA,NA,NA,NA,0,19181012,106091,"California"
"2020-11-04","CO","A",2134,NA,8,NA,9180,9180,925,66,NA,NA,1152436,8255,172080,NA,NA,NA,NA,114709,107417,2562,0,13725,NA,NA,NA,NA,8179,2082151,21509,2082151,21509,185805,NA,NA,NA,1259853,10725,NA,0,"Colorado"
"2020-11-04","CT","B",4645,3736,18,909,12257,12257,374,0,NA,NA,2326504,32368,NA,NA,NA,NA,NA,75373,71238,1515,0,NA,NA,NA,NA,NA,9800,NA,0,2401877,33883,NA,NA,NA,NA,NA,0,2397742,33780,"Connecticut"
"2020-11-04","DC","A+",647,NA,0,NA,NA,NA,92,0,NA,29,519490,3595,NA,NA,NA,NA,14,17601,NA,77,0,NA,NA,NA,NA,NA,13601,537091,3672,537091,3672,NA,NA,NA,NA,261707,1089,NA,0,"District of Columbia"
"2020-11-04","DE","A+",712,625,0,87,NA,NA,114,0,NA,28,331130,889,NA,NA,NA,NA,NA,25534,24336,108,0,NA,NA,NA,NA,27486,13598,572483,2423,572483,2423,NA,NA,NA,NA,356664,997,NA,0,"Delaware"
"2020-11-04","FL","A",17131,17131,32,NA,50479,50479,2489,181,NA,NA,5436911,17075,525620,509924,8062691,NA,NA,810256,771364,4332,0,60753,NA,59014,NA,1047159,NA,10236958,54498,10236958,54498,586749,NA,569222,NA,6247167,21407,9156482,24719,"Florida"
"2020-11-04","GA","A+",8522,8072,43,450,32042,32042,1782,149,6031,NA,3280826,26585,NA,NA,3304572,NA,NA,366452,366452,1863,0,30453,NA,NA,30829,342706,NA,NA,0,3647278,28448,334128,NA,NA,NA,NA,0,3647278,28448,"Georgia"
"2020-11-04","GU","A",83,NA,3,NA,NA,NA,94,0,NA,22,64853,637,NA,NA,NA,NA,12,4903,4830,91,0,7,73,NA,NA,NA,3228,NA,0,69756,728,208,662,NA,NA,69683,719,69092,627,NA
"2020-11-04","HI","B",219,NA,0,NA,1124,1124,57,13,NA,11,295153,0,NA,NA,NA,NA,8,15531,15318,87,0,NA,NA,NA,NA,15252,11930,541485,4064,541485,4064,NA,NA,NA,NA,308090,0,NA,0,"Hawaii"
"2020-11-04","IA","A+",1787,NA,24,NA,NA,NA,777,0,NA,182,781314,2642,NA,64044,NA,NA,63,126740,126740,2276,0,NA,NA,3952,9782,NA,96753,NA,0,908054,4918,NA,NA,68036,86091,909756,4920,NA,0,"Iowa"
"2020-11-04","ID","A",647,600,15,47,2691,2691,155,48,560,55,334750,1856,NA,NA,NA,NA,NA,67024,58223,1179,0,NA,NA,NA,NA,NA,30844,NA,0,392973,2682,NA,NA,NA,NA,392973,2682,535065,4286,"Idaho"
"2020-11-04","IL","A",10216,9933,55,283,NA,NA,3761,0,NA,776,7593157,64319,NA,NA,NA,NA,327,443815,437556,7538,0,NA,NA,NA,NA,NA,NA,NA,0,8036972,71857,NA,NA,NA,NA,NA,0,8030713,71857,"Illinois"
"2020-11-04","IN","#REF!",4464,4224,25,240,17613,17613,1897,229,3393,545,1556732,11223,NA,NA,NA,NA,183,191764,NA,3698,0,NA,NA,NA,NA,183083,127143,NA,0,3032762,37419,NA,NA,NA,NA,1748496,14921,3032762,37419,"Indiana"
"2020-11-04","KS","A+",1087,NA,41,NA,3984,3984,567,91,1106,160,571465,5425,NA,NA,NA,334,60,92215,NA,2988,0,NA,NA,NA,NA,NA,2753,NA,0,663680,8413,NA,NA,NA,NA,663680,8413,NA,0,"Kansas"
"2020-11-04","KY","B",1514,1491,11,23,7447,7447,1066,103,1815,286,1886645,46233,NA,NA,NA,NA,NA,113009,94691,1630,0,NA,NA,NA,NA,NA,19667,NA,0,1981336,47517,86811,67962,NA,NA,NA,0,1981336,47517,"Kentucky"
"2020-11-04","LA","A",5975,5746,24,229,NA,NA,623,0,NA,NA,2635755,7043,NA,NA,NA,NA,77,190164,185144,1016,0,NA,NA,NA,NA,NA,172210,NA,0,2825919,8059,NA,NA,NA,NA,2820899,7418,NA,0,"Louisiana"
"2020-11-04","MA","A+",10062,9836,27,226,13299,13299,502,0,NA,109,2649240,20388,NA,NA,NA,NA,55,163299,158937,1714,0,NA,NA,NA,NA,205314,127054,NA,0,6374952,103066,NA,NA,127372,195447,2808177,22017,6374952,103066,"Massachusetts"
"2020-11-04","MD","A",4172,4025,10,147,17363,17363,595,51,NA,154,1830301,10167,NA,136605,NA,NA,NA,148766,148766,1000,0,NA,NA,14048,NA,179340,8235,NA,0,3524387,25270,NA,NA,150653,NA,1979067,11167,3524387,25270,"Maryland"
"2020-11-04","ME","A+",150,149,2,1,507,507,36,5,NA,12,650173,9138,11839,NA,648304,NA,2,7077,6241,151,0,363,0,NA,NA,7729,5686,NA,0,657250,9289,12214,11,NA,NA,NA,0,656414,9241,"Maine"
"2020-11-04","MI","A+",7782,7419,21,363,NA,NA,2215,0,NA,470,4881516,38789,NA,NA,4881516,NA,199,212160,192096,4397,0,NA,NA,NA,NA,254431,121093,NA,0,5093676,43186,333334,NA,NA,NA,NA,0,5135947,43267,"Michigan"
"2020-11-04","MN","A",2530,2505,31,25,10849,10849,908,202,2805,203,1759542,16625,NA,NA,NA,NA,NA,160923,160070,3827,0,NA,NA,NA,NA,NA,136457,2914937,31199,2914937,31199,NA,34654,NA,NA,1919612,20382,NA,0,"Minnesota"
"2020-11-04","MO","A+",3088,NA,24,NA,NA,NA,1632,0,NA,504,1353932,5093,82687,71709,2378893,NA,226,193023,193023,2599,0,5730,8149,3618,NA,219118,NA,NA,0,2602880,17600,88626,47768,84502,33222,1546955,7692,2602880,17600,"Missouri"
"2020-11-04","MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15993,0,NA,NA,NA,NA,NA,96,96,0,0,NA,NA,NA,NA,NA,29,NA,0,16089,0,NA,NA,NA,NA,16085,0,22633,0,NA
"2020-11-04","MS","A+",3397,3045,13,352,6728,6728,689,0,NA,168,837208,0,NA,NA,NA,NA,73,122275,106024,766,0,95,NA,NA,NA,NA,105839,NA,0,959483,766,45873,106901,NA,NA,NA,0,942578,0,"Mississippi"
"2020-11-04","MT","B",404,NA,5,NA,1402,1402,407,18,NA,NA,481333,3968,NA,NA,NA,NA,NA,35955,35955,796,0,NA,NA,NA,NA,NA,22146,NA,0,517288,4764,NA,NA,NA,NA,NA,0,517288,4764,"Montana"
"2020-11-04","NC","A+",4507,4418,50,89,NA,NA,1186,0,NA,327,3901456,24355,NA,NA,NA,NA,NA,282802,270675,2425,0,NA,NA,NA,NA,NA,246318,NA,0,4184258,26780,NA,39185,NA,NA,NA,0,4172131,26417,"North Carolina"
"2020-11-04","ND","B",454,449,21,5,1738,1738,352,36,324,54,252788,485,10265,NA,NA,NA,NA,48301,48301,1114,0,702,NA,NA,NA,NA,39163,864328,7956,864328,7956,10967,NA,NA,NA,301081,1591,901043,8486,"North Dakota"
"2020-11-04","NE","A",660,NA,4,NA,3122,3122,673,46,NA,NA,529830,2386,NA,NA,887405,NA,NA,74060,74060,1440,0,NA,NA,NA,NA,86884,45522,NA,0,975532,15068,NA,NA,NA,NA,604209,3829,975532,15068,"Nebraska"
"2020-11-04","NH","B",484,NA,1,NA,787,787,42,3,259,NA,339573,827,NA,NA,NA,NA,NA,11563,11563,115,0,NA,NA,NA,NA,NA,9625,NA,0,635270,4226,33156,NA,32271,NA,351136,942,635270,4226,"New Hampshire"
"2020-11-04","NJ","A",16391,14591,16,1800,37958,37958,1213,87,NA,238,4523834,0,NA,NA,NA,NA,80,245257,245257,2432,0,NA,NA,NA,NA,NA,37559,NA,0,4769091,2432,NA,NA,NA,NA,NA,0,4766659,0,"New Jersey"
"2020-11-04","NM","B",1045,NA,9,NA,4837,4837,401,100,NA,NA,1153107,9884,NA,NA,NA,NA,NA,49240,49240,1136,0,NA,NA,NA,NA,NA,21942,NA,0,1202347,11020,NA,NA,NA,NA,NA,0,1202347,11020,"New Mexico"
"2020-11-04","NV","A+",1814,NA,7,NA,NA,NA,696,0,NA,162,719450,2579,NA,NA,NA,NA,72,104093,104093,1068,0,NA,NA,NA,NA,NA,2506,1286206,8262,1286206,8262,NA,NA,NA,NA,823543,3647,1154583,0,"Nevada"
"2020-11-04","NY","B",25868,NA,15,NA,89995,89995,1253,0,NA,284,14518342,131408,NA,NA,NA,NA,129,515815,515815,2126,0,NA,NA,NA,NA,NA,80109,15034157,133534,15034157,133534,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-11-04","OH","A+",5428,5102,55,326,19801,19801,1982,186,3946,502,4414207,35630,NA,NA,NA,NA,272,230209,217119,4071,0,NA,NA,NA,NA,NA,176415,NA,0,4644416,39701,NA,NA,NA,NA,NA,0,4631236,39309,"Ohio"
"2020-11-04","OK","A+",1392,NA,17,NA,9219,9219,1026,115,NA,349,1529345,8532,NA,NA,1529345,NA,NA,127772,127772,1246,0,5049,NA,NA,NA,139642,110453,NA,0,1657117,9778,89217,NA,NA,NA,NA,0,1671901,8885,"Oklahoma"
"2020-11-04","OR","A+",705,NA,4,NA,3312,3312,237,34,NA,66,835905,4961,NA,NA,835905,NA,26,47049,44626,589,0,NA,NA,NA,NA,NA,5870,NA,0,882954,5550,NA,NA,NA,NA,880531,5510,NA,0,"Oregon"
"2020-11-04","PA","A+",8890,NA,35,NA,NA,NA,1531,0,NA,316,2374265,19919,NA,NA,NA,NA,139,217666,206800,2795,0,NA,NA,NA,NA,NA,163249,NA,0,2591931,22714,NA,NA,NA,NA,2581065,22356,4207450,51063,"Pennsylvania"
"2020-11-04","PR","B",850,648,8,202,NA,NA,459,0,NA,60,305972,0,NA,NA,303412,NA,46,69020,35807,77,0,33213,NA,NA,NA,7002,30568,NA,0,374992,77,NA,NA,NA,NA,NA,0,310546,0,NA
"2020-11-04","RI","A+",1214,NA,2,NA,3432,3432,169,26,NA,21,411899,2918,NA,NA,1138055,NA,11,35122,35122,579,0,NA,NA,NA,NA,46304,2856,1184359,14300,1184359,14300,NA,NA,NA,NA,447021,3497,NA,0,"Rhode Island"
"2020-11-04","SC","A+",3985,3728,17,257,10656,10656,783,57,NA,210,1685018,9847,72151,NA,1631123,NA,112,180870,171642,918,0,9162,17465,NA,NA,225537,93533,NA,0,1865888,10765,81313,124113,NA,NA,NA,0,1856660,10627,"South Carolina"
"2020-11-04","SD","A",460,NA,14,NA,2873,2873,483,49,NA,NA,217005,649,NA,NA,NA,NA,NA,49791,47653,937,0,NA,NA,NA,NA,NA,35423,NA,0,266796,1586,NA,NA,NA,NA,266796,1586,450431,6185,"South Dakota"
"2020-11-04","TN","A+",3478,3270,24,208,10484,10484,1716,77,NA,497,3490582,22375,NA,NA,3439554,NA,211,269802,254058,3445,0,NA,15126,NA,NA,305086,240587,NA,0,3760384,25820,NA,126401,NA,NA,NA,0,3744640,25442,"Tennessee"
"2020-11-04","TX","A",18320,NA,126,NA,NA,NA,5872,0,NA,1744,7477787,65691,NA,NA,NA,NA,NA,926400,926400,9627,0,49145,30716,NA,NA,NA,797586,NA,0,8404187,75318,497255,366869,NA,NA,NA,0,8404187,75318,"Texas"
"2020-11-04","UT","A+",625,NA,5,NA,5755,5755,401,90,1183,158,946181,2407,NA,NA,1304153,456,NA,121485,121485,2110,0,NA,6519,NA,6274,125233,88347,NA,0,1429386,8531,NA,98113,NA,44320,1067666,4517,1429386,8531,"Utah"
"2020-11-04","VA","A+",3677,3416,11,261,21413,21413,1041,81,NA,231,2529339,14247,NA,NA,NA,NA,102,185836,171426,1157,0,NA,NA,NA,NA,204362,20372,2700765,15096,2700765,15096,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-11-04","VI","D",23,23,1,NA,NA,NA,NA,0,NA,NA,23358,178,NA,NA,NA,NA,NA,1388,NA,3,0,NA,NA,NA,NA,NA,1329,NA,0,24746,181,NA,NA,NA,NA,NA,0,24776,181,NA
"2020-11-04","VT","B",58,58,0,NA,NA,NA,8,0,NA,4,188820,930,NA,NA,NA,NA,NA,2267,2267,30,0,NA,NA,NA,NA,NA,1870,NA,0,418799,2653,NA,NA,NA,NA,191087,960,418799,2653,"Vermont"
"2020-11-04","WA","B",2400,2400,22,NA,8675,8675,400,41,NA,NA,2385140,24309,NA,NA,NA,NA,58,110011,110011,657,0,NA,NA,NA,NA,NA,NA,2495151,24966,2495151,24966,NA,NA,NA,NA,NA,0,NA,0,"Washington"
"2020-11-04","WI","A+",2229,2156,58,73,12087,12087,1747,243,1530,360,1872295,10333,NA,NA,NA,NA,NA,257287,244002,6255,0,NA,NA,NA,NA,NA,189331,3408453,31365,3408453,31365,NA,NA,NA,NA,2116297,16268,NA,0,"Wisconsin"
"2020-11-04","WV","B",472,464,3,8,NA,NA,269,0,NA,88,780221,5406,NA,NA,NA,NA,33,25987,23750,394,0,NA,NA,NA,NA,NA,19852,NA,0,806208,5800,19304,NA,NA,NA,NA,0,803971,5710,"West Virginia"
"2020-11-04","WY","B",105,NA,12,NA,481,481,138,10,NA,NA,120717,0,NA,NA,252280,NA,NA,15044,12675,425,0,NA,NA,NA,NA,12441,9501,NA,0,135761,425,NA,NA,NA,NA,133116,0,264722,0,"Wyoming"
"2020-11-03","AK","A",84,84,0,NA,NA,NA,97,0,NA,NA,607307,4194,NA,NA,608225,NA,9,17448,17448,391,0,NA,NA,NA,NA,16196,7113,NA,0,624755,4585,NA,NA,NA,NA,NA,0,624755,4585,"Alaska"
"2020-11-03","AL","A",2987,2782,14,205,20901,20901,1022,451,2081,NA,1196422,5986,NA,NA,NA,1203,NA,195929,166627,1037,0,NA,NA,NA,NA,NA,81005,NA,0,1363049,6629,NA,NA,65053,NA,NA,0,1363049,6629,"Alabama"
"2020-11-03","AR","A+",2003,1833,18,170,7194,7194,652,84,NA,246,1263662,4936,NA,NA,1263662,851,113,114519,105223,878,0,NA,3300,NA,10565,NA,102666,NA,0,1368885,5456,NA,21856,NA,65159,NA,0,1368885,5456,"Arkansas"
"2020-11-03","AS","D",0,NA,0,NA,NA,NA,NA,0,NA,NA,1768,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1768,0,NA,NA,NA,NA,NA,0,1768,0,NA
"2020-11-03","AZ","A+",6020,5679,38,341,21626,21626,956,53,NA,227,1559453,9071,NA,NA,NA,NA,112,249818,243782,1679,0,NA,NA,NA,NA,NA,41776,NA,0,1803235,10633,321393,NA,NA,NA,1803235,10633,NA,0,"Arizona"
"2020-11-03","CA","B",17686,NA,14,NA,NA,NA,3270,0,NA,840,18140249,158376,NA,NA,NA,NA,NA,934672,934672,4044,0,NA,NA,NA,NA,NA,NA,NA,0,19074921,162420,NA,NA,NA,NA,NA,0,19074921,162420,"California"
"2020-11-03","CO","A",2126,NA,21,NA,9114,9114,858,25,NA,NA,1144181,10624,171734,NA,NA,NA,NA,112147,104947,2237,0,13684,NA,NA,NA,NA,8106,2060642,25847,2060642,25847,185418,NA,NA,NA,1249128,12805,NA,0,"Colorado"
"2020-11-03","CT","B",4627,3718,0,909,12257,12257,340,0,NA,NA,2294136,0,NA,NA,NA,NA,NA,73858,69826,0,0,NA,NA,NA,NA,NA,9800,NA,0,2367994,0,NA,NA,NA,NA,NA,0,2363962,0,"Connecticut"
"2020-11-03","DC","A+",647,NA,0,NA,NA,NA,93,0,NA,30,515895,5159,NA,NA,NA,NA,14,17524,NA,86,0,NA,NA,NA,NA,NA,13517,533419,5245,533419,5245,NA,NA,NA,NA,260618,1635,NA,0,"District of Columbia"
"2020-11-03","DE","A+",712,625,2,87,NA,NA,107,0,NA,25,330241,882,NA,NA,NA,NA,NA,25426,24236,115,0,NA,NA,NA,NA,27364,13497,570060,4077,570060,4077,NA,NA,NA,NA,355667,997,NA,0,"Delaware"
"2020-11-03","FL","A",17099,17099,56,NA,50298,50298,2486,235,NA,NA,5419836,20822,525620,509924,8042023,NA,NA,805924,768129,4553,0,60753,NA,59014,NA,1043239,NA,10182460,55696,10182460,55696,586749,NA,569222,NA,6225760,25375,9131763,8967,"Florida"
"2020-11-03","GA","A+",8479,8029,480,450,31893,31893,1761,158,5997,NA,3254241,20462,NA,NA,3277762,NA,NA,364589,364589,1668,0,30316,NA,NA,29937,341068,NA,NA,0,3618830,22130,333439,NA,NA,NA,NA,0,3618830,22130,"Georgia"
"2020-11-03","GU","A",80,NA,1,NA,NA,NA,94,0,NA,22,64216,1245,NA,NA,NA,NA,10,4812,4748,119,0,7,64,NA,NA,NA,3221,NA,0,69028,1364,208,561,NA,NA,68964,1349,68465,1847,NA
"2020-11-03","HI","B",219,NA,0,NA,1111,1111,65,4,NA,11,295153,0,NA,NA,NA,NA,8,15444,15231,77,0,NA,NA,NA,NA,15167,11868,537421,3749,537421,3749,NA,NA,NA,NA,308090,0,NA,0,"Hawaii"
"2020-11-03","IA","A+",1763,NA,22,NA,NA,NA,730,0,NA,170,778672,1050,NA,63813,NA,NA,59,124464,124464,1092,0,NA,NA,3938,9145,NA,95500,NA,0,903136,2142,NA,NA,67791,84206,904836,2155,NA,0,"Iowa"
"2020-11-03","ID","A",632,588,2,44,2643,2643,155,28,555,55,332894,1715,NA,NA,NA,NA,NA,65845,57397,757,0,NA,NA,NA,NA,NA,30525,NA,0,390291,2356,NA,NA,NA,NA,390291,2356,530779,4767,"Idaho"
"2020-11-03","IL","A",10161,9878,68,283,NA,NA,3594,0,NA,755,7528838,75919,NA,NA,NA,NA,326,436277,430018,6516,0,NA,NA,NA,NA,NA,NA,NA,0,7965115,82435,NA,NA,NA,NA,NA,0,7958856,82435,"Illinois"
"2020-11-03","IN","#REF!",4439,4199,49,240,17384,17384,1867,229,3356,566,1545509,7852,NA,NA,NA,NA,194,188066,NA,2881,0,NA,NA,NA,NA,180092,125661,NA,0,2995343,25013,NA,NA,NA,NA,1733575,10733,2995343,25013,"Indiana"
"2020-11-03","KS","A+",1046,NA,0,NA,3893,3893,373,0,1082,110,566040,0,NA,NA,NA,328,39,89227,NA,0,0,NA,NA,NA,NA,NA,2682,NA,0,655267,0,NA,NA,NA,NA,655267,0,NA,0,"Kansas"
"2020-11-03","KY","B",1503,1480,11,23,7344,7344,1037,139,1778,259,1840412,6500,NA,NA,NA,NA,NA,111379,93407,1709,0,NA,NA,NA,NA,NA,19043,NA,0,1933819,7679,86625,65671,NA,NA,NA,0,1933819,7679,"Kentucky"
"2020-11-03","LA","A",5951,5737,17,214,NA,NA,619,0,NA,NA,2628712,28223,NA,NA,NA,NA,84,189148,184769,1153,0,NA,NA,NA,NA,NA,168634,NA,0,2817860,29376,NA,NA,NA,NA,2813481,29376,NA,0,"Louisiana"
"2020-11-03","MA","A+",10035,9809,12,226,13299,13299,485,0,NA,96,2628852,13154,NA,NA,NA,NA,51,161585,157308,1036,0,NA,NA,NA,NA,203311,127054,NA,0,6271886,54843,NA,NA,127372,193148,2786160,14077,6271886,54843,"Massachusetts"
"2020-11-03","MD","A",4162,4015,7,147,17312,17312,562,60,NA,143,1820134,6684,NA,134409,NA,NA,NA,147766,147766,771,0,NA,NA,13664,NA,178077,8223,NA,0,3499117,19887,NA,NA,148073,NA,1967900,7455,3499117,19887,"Maryland"
"2020-11-03","ME","A+",148,147,0,1,502,502,31,7,NA,10,641035,3399,11821,NA,639228,NA,1,6926,6138,127,0,363,0,NA,NA,7568,5632,NA,0,647961,3526,12196,10,NA,NA,NA,0,647173,3498,"Maine"
"2020-11-03","MI","A+",7761,7400,45,361,NA,NA,2059,0,NA,444,4842727,38754,NA,NA,4842727,NA,183,207763,187995,3437,0,NA,NA,NA,NA,249953,121093,NA,0,5050490,42191,332703,NA,NA,NA,NA,0,5092680,43252,"Michigan"
"2020-11-03","MN","A",2499,2478,15,21,10647,10647,852,210,2760,197,1742917,3628,NA,NA,NA,NA,NA,157096,156313,3476,0,NA,NA,NA,NA,NA,134227,2883738,10975,2883738,10975,NA,32693,NA,NA,1899230,7007,NA,0,"Minnesota"
"2020-11-03","MO","A+",3064,NA,33,NA,NA,NA,1631,0,NA,476,1348839,8927,82472,71709,2364104,NA,218,190424,190424,2238,0,5685,7864,3618,NA,216333,NA,NA,0,2585280,31506,88365,46335,84265,32264,1539263,11165,2585280,31506,"Missouri"
"2020-11-03","MP","D",2,2,0,NA,4,4,NA,0,NA,NA,15993,0,NA,NA,NA,NA,NA,96,96,0,0,NA,NA,NA,NA,NA,29,NA,0,16089,0,NA,NA,NA,NA,16085,0,22633,0,NA
"2020-11-03","MS","A+",3384,3036,36,348,6728,6728,672,0,NA,168,837208,0,NA,NA,NA,NA,73,121509,105745,644,0,95,NA,NA,NA,NA,105839,NA,0,958717,644,45873,106901,NA,NA,NA,0,942578,0,"Mississippi"
"2020-11-03","MT","B",399,NA,13,NA,1384,1384,389,11,NA,NA,477365,2686,NA,NA,NA,NA,NA,35159,35159,907,0,NA,NA,NA,NA,NA,21990,NA,0,512524,3593,NA,NA,NA,NA,NA,0,512524,3593,"Montana"
"2020-11-03","NC","A+",4457,4371,67,86,NA,NA,1175,0,NA,331,3877101,27533,NA,NA,NA,NA,NA,280377,268613,2349,0,NA,NA,NA,NA,NA,246318,NA,0,4157478,29882,NA,35890,NA,NA,NA,0,4145714,29695,"North Carolina"
"2020-11-03","ND","B",433,428,16,5,1702,1702,335,46,322,46,252303,871,10242,NA,NA,NA,NA,47187,47187,1172,0,691,NA,NA,NA,NA,38236,856372,7607,856372,7607,10933,NA,NA,NA,299490,2043,892557,8000,"North Dakota"
"2020-11-03","NE","A",656,NA,2,NA,3076,3076,642,26,NA,NA,527444,1906,NA,NA,873886,NA,NA,72620,72620,954,0,NA,NA,NA,NA,85332,45108,NA,0,960464,9967,NA,NA,NA,NA,600380,2860,960464,9967,"Nebraska"
"2020-11-03","NH","B",483,NA,0,NA,784,784,41,3,257,NA,338746,1868,NA,NA,NA,NA,NA,11448,11448,128,0,NA,NA,NA,NA,NA,9515,NA,0,631044,4512,33122,NA,32243,NA,350194,1996,631044,4512,"New Hampshire"
"2020-11-03","NJ","A",16375,14582,18,1793,37871,37871,1133,133,NA,216,4523834,43034,NA,NA,NA,NA,78,242825,242825,1828,0,NA,NA,NA,NA,NA,37394,NA,0,4766659,44862,NA,NA,NA,NA,NA,0,4766659,44862,"New Jersey"
"2020-11-03","NM","B",1036,NA,10,NA,4737,4737,382,64,NA,NA,1143223,7941,NA,NA,NA,NA,NA,48104,48104,872,0,NA,NA,NA,NA,NA,21758,NA,0,1191327,8813,NA,NA,NA,NA,NA,0,1191327,8813,"New Mexico"
"2020-11-03","NV","A+",1807,NA,23,NA,NA,NA,695,0,NA,176,716871,2552,NA,NA,NA,NA,75,103025,103025,911,0,NA,NA,NA,NA,NA,2462,1277944,7301,1277944,7301,NA,NA,NA,NA,819896,3463,1154583,0,"Nevada"
"2020-11-03","NY","B",25853,NA,15,NA,89995,89995,1227,0,NA,268,14386934,125548,NA,NA,NA,NA,120,513689,513689,2321,0,NA,NA,NA,NA,NA,79990,14900623,127869,14900623,127869,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-11-03","OH","A+",5373,5049,33,324,19615,19615,1960,213,3924,509,4378577,35583,NA,NA,NA,NA,263,226138,213350,4229,0,NA,NA,NA,NA,NA,174130,NA,0,4604715,39812,NA,NA,NA,NA,NA,0,4591927,39659,"Ohio"
